Run	Sample_Name	body_site	submitted_subject_id
SRR607807	GTEX-POMQ-2226-SM-2I5FK	Skin - Sun Exposed (Lower leg)	GTEX-POMQ
SRR8228242	GTEX-POMQ-2226-SM-2I5FK	Skin - Sun Exposed (Lower leg)	GTEX-POMQ
SRR598100	GTEX-P4QT-2626-SM-2I3FM	Thyroid	GTEX-P4QT
SRR8228152	GTEX-P4QT-2626-SM-2I3FM	Thyroid	GTEX-P4QT
SRR603690	GTEX-PWO3-0005-SM-2I5FS	Whole Blood	GTEX-PWO3
SRR8228348	GTEX-PWO3-0005-SM-2I5FS	Whole Blood	GTEX-PWO3
SRR608718	GTEX-Q2AG-0011-R11A-SM-2HMKZ	Brain - Cerebellar Hemisphere	GTEX-Q2AG
SRR8228406	GTEX-Q2AG-0011-R11A-SM-2HMKZ	Brain - Cerebellar Hemisphere	GTEX-Q2AG
SRR598148	GTEX-NPJ8-0426-SM-2HMK6	Heart - Left Ventricle	GTEX-NPJ8
SRR8227739	GTEX-NPJ8-0426-SM-2HMK6	Heart - Left Ventricle	GTEX-NPJ8
SRR599380	GTEX-QLQ7-0526-SM-2I5G3	Heart - Left Ventricle	GTEX-QLQ7
SRR8228653	GTEX-QLQ7-0526-SM-2I5G3	Heart - Left Ventricle	GTEX-QLQ7
SRR608230	GTEX-N7MT-0011-R8a-SM-2I5GU	Brain - Hypothalamus	GTEX-N7MT
SRR8227645	GTEX-N7MT-0011-R8a-SM-2I5GU	Brain - Hypothalamus	GTEX-N7MT
SRR601201	GTEX-OHPN-0011-R6A-SM-2I5FH	Brain - Nucleus accumbens (basal ganglia)	GTEX-OHPN
SRR8227869	GTEX-OHPN-0011-R6A-SM-2I5FH	Brain - Nucleus accumbens (basal ganglia)	GTEX-OHPN
SRR607219	GTEX-OIZF-0006-SM-2I5GQ	Whole Blood	GTEX-OIZF
SRR8227882	GTEX-OIZF-0006-SM-2I5GQ	Whole Blood	GTEX-OIZF
SRR602728	GTEX-Q2AG-0011-R3A-SM-2HMJ9	Brain - Anterior cingulate cortex (BA24)	GTEX-Q2AG
SRR8228409	GTEX-Q2AG-0011-R3A-SM-2HMJ9	Brain - Anterior cingulate cortex (BA24)	GTEX-Q2AG
SRR601157	GTEX-PWN1-2626-SM-2I3FH	Thyroid	GTEX-PWN1
SRR8228347	GTEX-PWN1-2626-SM-2I3FH	Thyroid	GTEX-PWN1
SRR598042	K-562-SM-2D7VW	Cells - Leukemia cell line (CML)	K-562
SRR8232960	K-562-SM-2D7VW	Cells - Leukemia cell line (CML)	K-562
SRR599412	GTEX-QMRM-0726-SM-2I5G8	Thyroid	GTEX-QMRM
SRR8228705	GTEX-QMRM-0726-SM-2I5G8	Thyroid	GTEX-QMRM
SRR608120	GTEX-OHPM-2626-SM-2HMJL	Thyroid	GTEX-OHPM
SRR8227855	GTEX-OHPM-2626-SM-2HMJL	Thyroid	GTEX-OHPM
SRR602271	GTEX-OXRO-0011-R5A-SM-2I5EG	Brain - Caudate (basal ganglia)	GTEX-OXRO
SRR8228007	GTEX-OXRO-0011-R5A-SM-2I5EG	Brain - Caudate (basal ganglia)	GTEX-OXRO
SRR600560	GTEX-N7MS-0011-R6a-SM-2HMJ4	Brain - Nucleus accumbens (basal ganglia)	GTEX-N7MS
SRR8227618	GTEX-N7MS-0011-R6a-SM-2HMJ4	Brain - Nucleus accumbens (basal ganglia)	GTEX-N7MS
SRR608026	GTEX-OXRN-0005-SM-2I5EU	Whole Blood	GTEX-OXRN
SRR8227992	GTEX-OXRN-0005-SM-2I5EU	Whole Blood	GTEX-OXRN
SRR601900	GTEX-OHPJ-1026-SM-2HMLE	Lung	GTEX-OHPJ
SRR8227802	GTEX-OHPJ-1026-SM-2HMLE	Lung	GTEX-OHPJ
SRR598645	GTEX-PWOO-0926-SM-2I3EC	Thyroid	GTEX-PWOO
SRR8228366	GTEX-PWOO-0926-SM-2I3EC	Thyroid	GTEX-PWOO
SRR601525	GTEX-PX3G-2626-SM-2I3EG	Thyroid	GTEX-PX3G
SRR8228399	GTEX-PX3G-2626-SM-2I3EG	Thyroid	GTEX-PX3G
SRR602282	GTEX-Q734-1926-SM-2I5EV	Skin - Sun Exposed (Lower leg)	GTEX-Q734
SRR8228487	GTEX-Q734-1926-SM-2I5EV	Skin - Sun Exposed (Lower leg)	GTEX-Q734
SRR600632	GTEX-P4PP-0526-SM-2HMKE	Lung	GTEX-P4PP
SRR8228080	GTEX-P4PP-0526-SM-2HMKE	Lung	GTEX-P4PP
SRR607018	GTEX-OHPM-0006-SM-2HMKU	Whole Blood	GTEX-OHPM
SRR8227841	GTEX-OHPM-0006-SM-2HMKU	Whole Blood	GTEX-OHPM
SRR602461	GTEX-OOBJ-0326-SM-2I3F8	Heart - Left Ventricle	GTEX-OOBJ
SRR8227927	GTEX-OOBJ-0326-SM-2I3F8	Heart - Left Ventricle	GTEX-OOBJ
SRR608392	GTEX-PLZ6-0006-SM-2I5FQ	Whole Blood	GTEX-PLZ6
SRR8228203	GTEX-PLZ6-0006-SM-2I5FQ	Whole Blood	GTEX-PLZ6
SRR604718	GTEX-OIZG-0005-SM-2HMJC	Whole Blood	GTEX-OIZG
SRR8227883	GTEX-OIZG-0005-SM-2HMJC	Whole Blood	GTEX-OIZG
SRR607337	GTEX-OXRN-0011-R10A-SM-2I5GC	Brain - Frontal Cortex (BA9)	GTEX-OXRN
SRR8227993	GTEX-OXRN-0011-R10A-SM-2I5GC	Brain - Frontal Cortex (BA9)	GTEX-OXRN
SRR608368	GTEX-P44G-0011-R7A-SM-2I3F9	Brain - Putamen (basal ganglia)	GTEX-P44G
SRR8228041	GTEX-P44G-0011-R7A-SM-2I3F9	Brain - Putamen (basal ganglia)	GTEX-P44G
SRR601445	GTEX-OXRN-0526-SM-2I5EN	Lung	GTEX-OXRN
SRR8227997	GTEX-OXRN-0526-SM-2I5EN	Lung	GTEX-OXRN
SRR598396	GTEX-P44G-2526-SM-2I5EK	Brain - Cerebellum	GTEX-P44G
SRR8228049	GTEX-P44G-2526-SM-2I5EK	Brain - Cerebellum	GTEX-P44G
SRR604174	GTEX-O5YV-0326-SM-2I5H2	Heart - Left Ventricle	GTEX-O5YV
SRR8227777	GTEX-O5YV-0326-SM-2I5H2	Heart - Left Ventricle	GTEX-O5YV
SRR602314	GTEX-NPJ7-0011-R10A-SM-2I3E5	Brain - Frontal Cortex (BA9)	GTEX-NPJ7
SRR8227707	GTEX-NPJ7-0011-R10A-SM-2I3E5	Brain - Frontal Cortex (BA9)	GTEX-NPJ7
SRR607313	GTEX-OXRK-0826-SM-2HMK7	Heart - Left Ventricle	GTEX-OXRK
SRR8227969	GTEX-OXRK-0826-SM-2HMK7	Heart - Left Ventricle	GTEX-OXRK
SRR602389	GTEX-PWCY-2326-SM-2I3EQ	Thyroid	GTEX-PWCY
SRR8228330	GTEX-PWCY-2326-SM-2I3EQ	Thyroid	GTEX-PWCY
SRR602169	GTEX-Q2AG-0011-R1A-SM-2HMJI	Brain - Hippocampus	GTEX-Q2AG
SRR8228407	GTEX-Q2AG-0011-R1A-SM-2HMJI	Brain - Hippocampus	GTEX-Q2AG
SRR608630	GTEX-QESD-0626-SM-2I5G4	Lung	GTEX-QESD
SRR8228640	GTEX-QESD-0626-SM-2I5G4	Lung	GTEX-QESD
SRR597977	GTEX-NL4W-0011-R2a-SM-2I5GV	Brain - Substantia nigra	GTEX-NL4W
SRR8227699	GTEX-NL4W-0011-R2a-SM-2I5GV	Brain - Substantia nigra	GTEX-NL4W
SRR604146	GTEX-NPJ8-2626-SM-2D7W2	Brain - Cerebellum	GTEX-NPJ8
SRR8227755	GTEX-NPJ8-2626-SM-2D7W2	Brain - Cerebellum	GTEX-NPJ8
SRR603566	GTEX-Q2AH-0005-SM-2I3FI	Whole Blood	GTEX-Q2AH
SRR8228433	GTEX-Q2AH-0005-SM-2I3FI	Whole Blood	GTEX-Q2AH
SRR602927	GTEX-Q2AG-2926-SM-2HMJ3	Brain - Cortex	GTEX-Q2AG
SRR8228431	GTEX-Q2AG-2926-SM-2HMJ3	Brain - Cortex	GTEX-Q2AG
SRR599448	GTEX-NL3H-0011-R4a-SM-2I3GK	Brain - Amygdala	GTEX-NL3H
SRR8227690	GTEX-NL3H-0011-R4a-SM-2I3GK	Brain - Amygdala	GTEX-NL3H
SRR600957	GTEX-NPJ7-0011-R11A-SM-2I3E8	Brain - Cerebellar Hemisphere	GTEX-NPJ7
SRR8227708	GTEX-NPJ7-0011-R11A-SM-2I3E8	Brain - Cerebellar Hemisphere	GTEX-NPJ7
SRR601787	GTEX-NL3H-0011-R2a-SM-2I3GG	Brain - Substantia nigra	GTEX-NL3H
SRR8227688	GTEX-NL3H-0011-R2a-SM-2I3GG	Brain - Substantia nigra	GTEX-NL3H
SRR608694	GTEX-NFK9-0226-SM-2HMKQ	Skin - Sun Exposed (Lower leg)	GTEX-NFK9
SRR8227662	GTEX-NFK9-0226-SM-2HMKQ	Skin - Sun Exposed (Lower leg)	GTEX-NFK9
SRR601359	GTEX-OHPK-2626-SM-2HMK9	Thyroid	GTEX-OHPK
SRR8227820	GTEX-OHPK-2626-SM-2HMK9	Thyroid	GTEX-OHPK
SRR598044	GTEX-NFK9-0626-SM-2HMIV	Muscle - Skeletal	GTEX-NFK9
SRR8227666	GTEX-NFK9-0626-SM-2HMIV	Muscle - Skeletal	GTEX-NFK9
SRR601098	GTEX-NPJ7-2826-SM-2I3FU	Brain - Cerebellum	GTEX-NPJ7
SRR8227720	GTEX-NPJ7-2826-SM-2I3FU	Brain - Cerebellum	GTEX-NPJ7
SRR603292	GTEX-OIZG-0726-SM-2I5GS	Skin - Sun Exposed (Lower leg)	GTEX-OIZG
SRR8227888	GTEX-OIZG-0726-SM-2I5GS	Skin - Sun Exposed (Lower leg)	GTEX-OIZG
SRR602010	GTEX-OIZG-1326-SM-2HMIQ	Muscle - Skeletal	GTEX-OIZG
SRR8227893	GTEX-OIZG-1326-SM-2HMIQ	Muscle - Skeletal	GTEX-OIZG
SRR603188	GTEX-Q2AH-0426-SM-2I3EP	Lung	GTEX-Q2AH
SRR8228440	GTEX-Q2AH-0426-SM-2I3EP	Lung	GTEX-Q2AH
SRR602131	GTEX-OHPN-0011-R8A-SM-2I5FJ	Brain - Hypothalamus	GTEX-OHPN
SRR8227871	GTEX-OHPN-0011-R8A-SM-2I5FJ	Brain - Hypothalamus	GTEX-OHPN
SRR603496	GTEX-POMQ-0006-SM-2I5F4	Whole Blood	GTEX-POMQ
SRR8228227	GTEX-POMQ-0006-SM-2I5F4	Whole Blood	GTEX-POMQ
SRR603596	GTEX-NL3H-0011-R11A-SM-2I3E6	Brain - Cerebellar Hemisphere	GTEX-NL3H
SRR8227686	GTEX-NL3H-0011-R11A-SM-2I3E6	Brain - Cerebellar Hemisphere	GTEX-NL3H
SRR599249	GTEX-QESD-0526-SM-2I5G5	Heart - Left Ventricle	GTEX-QESD
SRR8228639	GTEX-QESD-0526-SM-2I5G5	Heart - Left Ventricle	GTEX-QESD
SRR607705	GTEX-OXRP-0326-SM-2I5ET	Thyroid	GTEX-OXRP
SRR8228024	GTEX-OXRP-0326-SM-2I5ET	Thyroid	GTEX-OXRP
SRR602338	GTEX-OIZH-2626-SM-2HMJM	Thyroid	GTEX-OIZH
SRR8227910	GTEX-OIZH-2626-SM-2HMJM	Thyroid	GTEX-OIZH
SRR601500	GTEX-P44G-0011-R10A-SM-2I3FF	Brain - Frontal Cortex (BA9)	GTEX-P44G
SRR8228033	GTEX-P44G-0011-R10A-SM-2I3FF	Brain - Frontal Cortex (BA9)	GTEX-P44G
SRR607970	GTEX-P4PP-0326-SM-2HML9	Heart - Left Ventricle	GTEX-P4PP
SRR8228076	GTEX-P4PP-0326-SM-2HML9	Heart - Left Ventricle	GTEX-P4PP
SRR607611	GTEX-OHPN-0011-R5A-SM-2I5FF	Brain - Caudate (basal ganglia)	GTEX-OHPN
SRR8227868	GTEX-OHPN-0011-R5A-SM-2I5FF	Brain - Caudate (basal ganglia)	GTEX-OHPN
SRR603858	GTEX-P4QR-1026-SM-2I5GP	Lung	GTEX-P4QR
SRR8228118	GTEX-P4QR-1026-SM-2I5GP	Lung	GTEX-P4QR
SRR604050	GTEX-N7MS-0011-R2a-SM-2HML6	Brain - Substantia nigra	GTEX-N7MS
SRR8227612	GTEX-N7MS-0011-R2a-SM-2HML6	Brain - Substantia nigra	GTEX-N7MS
SRR598196	GTEX-N7MT-0011-R6a-SM-2I3G3	Brain - Nucleus accumbens (basal ganglia)	GTEX-N7MT
SRR8227643	GTEX-N7MT-0011-R6a-SM-2I3G3	Brain - Nucleus accumbens (basal ganglia)	GTEX-N7MT
SRR600688	GTEX-O5YV-0006-SM-2I5GX	Whole Blood	GTEX-O5YV
SRR8227774	GTEX-O5YV-0006-SM-2I5GX	Whole Blood	GTEX-O5YV
SRR601477	GTEX-P4QT-0526-SM-2I3EX	Lung	GTEX-P4QT
SRR8228140	GTEX-P4QT-0526-SM-2I3EX	Lung	GTEX-P4QT
SRR602978	GTEX-Q2AG-0826-SM-2HMKF	Thyroid	GTEX-Q2AG
SRR8228423	GTEX-Q2AG-0826-SM-2HMKF	Thyroid	GTEX-Q2AG
SRR601239	GTEX-Q2AH-0526-SM-2I3ED	Heart - Left Ventricle	GTEX-Q2AH
SRR8228441	GTEX-Q2AH-0526-SM-2I3ED	Heart - Left Ventricle	GTEX-Q2AH
SRR604262	GTEX-OXRO-0011-R10A-SM-2I5EH	Brain - Frontal Cortex (BA9)	GTEX-OXRO
SRR8228005	GTEX-OXRO-0011-R10A-SM-2I5EH	Brain - Frontal Cortex (BA9)	GTEX-OXRO
SRR607679	GTEX-N7MS-2326-SM-2HMLD	Thyroid	GTEX-N7MS
SRR8227632	GTEX-N7MS-2326-SM-2HMLD	Thyroid	GTEX-N7MS
SRR604456	GTEX-NL4W-0011-R10A-SM-2I3DY	Brain - Frontal Cortex (BA9)	GTEX-NL4W
SRR8227697	GTEX-NL4W-0011-R10A-SM-2I3DY	Brain - Frontal Cortex (BA9)	GTEX-NL4W
SRR608198	GTEX-OXRN-0226-SM-2I5EJ	Adipose - Subcutaneous	GTEX-OXRN
SRR8227996	GTEX-OXRN-0226-SM-2I5EJ	Adipose - Subcutaneous	GTEX-OXRN
SRR604318	GTEX-NPJ8-0011-R8a-SM-2HMLG	Brain - Hypothalamus	GTEX-NPJ8
SRR8227734	GTEX-NPJ8-0011-R8a-SM-2HMLG	Brain - Hypothalamus	GTEX-NPJ8
SRR600474	GTEX-PX3G-0326-SM-2I3EO	Heart - Left Ventricle	GTEX-PX3G
SRR8228384	GTEX-PX3G-0326-SM-2I3EO	Heart - Left Ventricle	GTEX-PX3G
SRR604294	GTEX-OXRK-0626-SM-2HMJ5	Thyroid	GTEX-OXRK
SRR8227968	GTEX-OXRK-0626-SM-2HMJ5	Thyroid	GTEX-OXRK
SRR602106	GTEX-NFK9-0926-SM-2HMJU	Heart - Left Ventricle	GTEX-NFK9
SRR8227668	GTEX-NFK9-0926-SM-2HMJU	Heart - Left Ventricle	GTEX-NFK9
SRR608542	GTEX-QDVJ-0926-SM-2I5FU	Lung	GTEX-QDVJ
SRR8228547	GTEX-QDVJ-0926-SM-2I5FU	Lung	GTEX-QDVJ
SRR598671	GTEX-N7MT-0011-R4a-SM-2I3G9	Brain - Amygdala	GTEX-N7MT
SRR8227641	GTEX-N7MT-0011-R4a-SM-2I3G9	Brain - Amygdala	GTEX-N7MT
SRR607166	GTEX-NFK9-1026-SM-2HMK1	Lung	GTEX-NFK9
SRR8227669	GTEX-NFK9-1026-SM-2HMK1	Lung	GTEX-NFK9
SRR601669	GTEX-NPJ8-1526-SM-2D7VU	Brain - Cortex	GTEX-NPJ8
SRR8227745	GTEX-NPJ8-1526-SM-2D7VU	Brain - Cortex	GTEX-NPJ8
SRR608428	GTEX-NL3H-0006-SM-2I3FW	Whole Blood	GTEX-NL3H
SRR8227683	GTEX-NL3H-0006-SM-2I3FW	Whole Blood	GTEX-NL3H
SRR603658	GTEX-OHPN-0011-R1A-SM-2I5GB	Brain - Hippocampus	GTEX-OHPN
SRR8227864	GTEX-OHPN-0011-R1A-SM-2I5GB	Brain - Hippocampus	GTEX-OHPN
SRR601387	GTEX-OXRK-1826-SM-2HMJE	Muscle - Skeletal	GTEX-OXRK
SRR8227975	GTEX-OXRK-1826-SM-2HMJE	Muscle - Skeletal	GTEX-OXRK
SRR600348	GTEX-NPJ7-0011-R6a-SM-2I3G7	Brain - Nucleus accumbens (basal ganglia)	GTEX-NPJ7
SRR8227714	GTEX-NPJ7-0011-R6a-SM-2I3G7	Brain - Nucleus accumbens (basal ganglia)	GTEX-NPJ7
SRR598533	GTEX-OHPN-0011-R11A-SM-2I5FM	Brain - Cerebellar Hemisphere	GTEX-OHPN
SRR8227863	GTEX-OHPN-0011-R11A-SM-2I5FM	Brain - Cerebellar Hemisphere	GTEX-OHPN
SRR606939	GTEX-POMQ-0326-SM-2I5FO	Heart - Left Ventricle	GTEX-POMQ
SRR8228232	GTEX-POMQ-0326-SM-2I5FO	Heart - Left Ventricle	GTEX-POMQ
SRR599086	GTEX-PSDG-0926-SM-2I5FP	Heart - Left Ventricle	GTEX-PSDG
SRR8228268	GTEX-PSDG-0926-SM-2I5FP	Heart - Left Ventricle	GTEX-PSDG
SRR601006	GTEX-PWO3-0926-SM-2I5EY	Brain - Cortex	GTEX-PWO3
SRR8228355	GTEX-PWO3-0926-SM-2I5EY	Brain - Cortex	GTEX-PWO3
SRR598565	GTEX-Q2AI-0326-SM-2I3EK	Thyroid	GTEX-Q2AI
SRR8228459	GTEX-Q2AI-0326-SM-2I3EK	Thyroid	GTEX-Q2AI
SRR600656	GTEX-QEG5-0426-SM-2I5GJ	Muscle - Skeletal	GTEX-QEG5
SRR8228603	GTEX-QEG5-0426-SM-2I5GJ	Muscle - Skeletal	GTEX-QEG5
SRR603140	GTEX-Q734-0006-SM-2I3FJ	Whole Blood	GTEX-Q734
SRR8228472	GTEX-Q734-0006-SM-2I3FJ	Whole Blood	GTEX-Q734
SRR602680	GTEX-QCQG-0326-SM-2I3ES	Lung	GTEX-QCQG
SRR8228495	GTEX-QCQG-0326-SM-2I3ES	Lung	GTEX-QCQG
SRR601263	GTEX-OOBJ-0006-SM-2I3F4	Whole Blood	GTEX-OOBJ
SRR8227924	GTEX-OOBJ-0006-SM-2I3F4	Whole Blood	GTEX-OOBJ
SRR600829	GTEX-QEG4-0426-SM-2I5GK	Heart - Left Ventricle	GTEX-QEG4
SRR8228587	GTEX-QEG4-0426-SM-2I5GK	Heart - Left Ventricle	GTEX-QEG4
SRR603421	GTEX-OXRK-0006-SM-2HML1	Whole Blood	GTEX-OXRK
SRR8227957	GTEX-OXRK-0006-SM-2HML1	Whole Blood	GTEX-OXRK
SRR602951	GTEX-NPJ8-2526-SM-2HML8	Thyroid	GTEX-NPJ8
SRR8227754	GTEX-NPJ8-2526-SM-2HML8	Thyroid	GTEX-NPJ8
SRR601723	GTEX-O5YV-0526-SM-2I5GE	Lung	GTEX-O5YV
SRR8227779	GTEX-O5YV-0526-SM-2I5GE	Lung	GTEX-O5YV
SRR604148	GTEX-P4QS-2626-SM-2I3EV	Thyroid	GTEX-P4QS
SRR8228136	GTEX-P4QS-2626-SM-2I3EV	Thyroid	GTEX-P4QS
SRR603068	GTEX-N7MS-0011-R4a-SM-2HMKW	Brain - Amygdala	GTEX-N7MS
SRR8227616	GTEX-N7MS-0011-R4a-SM-2HMKW	Brain - Amygdala	GTEX-N7MS
SRR603968	GTEX-P44G-0826-SM-2I5ES	Heart - Left Ventricle	GTEX-P44G
SRR8228045	GTEX-P44G-0826-SM-2I5ES	Heart - Left Ventricle	GTEX-P44G
SRR602082	GTEX-OIZH-0126-SM-2HMIS	Skin - Sun Exposed (Lower leg)	GTEX-OIZH
SRR8227896	GTEX-OIZH-0126-SM-2HMIS	Skin - Sun Exposed (Lower leg)	GTEX-OIZH
SRR601581	GTEX-QEG4-0006-SM-2I5FY	Whole Blood	GTEX-QEG4
SRR8228582	GTEX-QEG4-0006-SM-2I5FY	Whole Blood	GTEX-QEG4
SRR607117	GTEX-OHPJ-1626-SM-2HMKO	Muscle - Skeletal	GTEX-OHPJ
SRR8227804	GTEX-OHPJ-1626-SM-2HMKO	Muscle - Skeletal	GTEX-OHPJ
SRR599346	GTEX-P78B-0526-SM-2I5F7	Thyroid	GTEX-P78B
SRR8228157	GTEX-P78B-0526-SM-2I5F7	Thyroid	GTEX-P78B
SRR607911	GTEX-PX3G-0126-SM-2I3EN	Skin - Sun Exposed (Lower leg)	GTEX-PX3G
SRR8228381	GTEX-PX3G-0126-SM-2I3EN	Skin - Sun Exposed (Lower leg)	GTEX-PX3G
SRR607252	GTEX-PWCY-0526-SM-2I3ER	Heart - Left Ventricle	GTEX-PWCY
SRR8228311	GTEX-PWCY-0526-SM-2I3ER	Heart - Left Ventricle	GTEX-PWCY
SRR598172	GTEX-OXRP-0006-SM-2I3FN	Whole Blood	GTEX-OXRP
SRR8228019	GTEX-OXRP-0006-SM-2I3FN	Whole Blood	GTEX-OXRP
SRR598768	GTEX-P44G-0011-R1A-SM-2I3FE	Brain - Hippocampus	GTEX-P44G
SRR8228035	GTEX-P44G-0011-R1A-SM-2I3FE	Brain - Hippocampus	GTEX-P44G
SRR600981	GTEX-OHPL-1626-SM-2HMIR	Muscle - Skeletal	GTEX-OHPL
SRR8227834	GTEX-OHPL-1626-SM-2HMIR	Muscle - Skeletal	GTEX-OHPL
SRR603449	GTEX-OHPK-0326-SM-2HMJO	Heart - Left Ventricle	GTEX-OHPK
SRR8227808	GTEX-OHPK-0326-SM-2HMJO	Heart - Left Ventricle	GTEX-OHPK
SRR603620	GTEX-QEG5-1126-SM-2I5GH	Lung	GTEX-QEG5
SRR8228611	GTEX-QEG5-1126-SM-2I5GH	Lung	GTEX-QEG5
SRR599486	GTEX-N7MT-0011-R2a-SM-2I3GI	Brain - Substantia nigra	GTEX-N7MT
SRR8227639	GTEX-N7MT-0011-R2a-SM-2I3GI	Brain - Substantia nigra	GTEX-N7MT
SRR599154	GTEX-QMRM-0826-SM-2I5G7	Lung	GTEX-QMRM
SRR8228706	GTEX-QMRM-0826-SM-2I5G7	Lung	GTEX-QMRM
SRR602193	GTEX-NL4W-0011-R8a-SM-2I3G4	Brain - Hypothalamus	GTEX-NL4W
SRR8227703	GTEX-NL4W-0011-R8a-SM-2I3G4	Brain - Hypothalamus	GTEX-NL4W
SRR601868	GTEX-O5YW-0326-SM-2I5EI	Heart - Left Ventricle	GTEX-O5YW
SRR8227789	GTEX-O5YW-0326-SM-2I5EI	Heart - Left Ventricle	GTEX-O5YW
SRR603834	GTEX-NFK9-0726-SM-2HMJW	Thyroid	GTEX-NFK9
SRR8227667	GTEX-NFK9-0726-SM-2HMJW	Thyroid	GTEX-NFK9
SRR598009	GTEX-PWO3-1026-SM-2I5F2	Brain - Cerebellum	GTEX-PWO3
SRR8228356	GTEX-PWO3-1026-SM-2I5F2	Brain - Cerebellum	GTEX-PWO3
SRR601335	GTEX-P4PQ-0005-SM-2HMKJ	Whole Blood	GTEX-P4PQ
SRR8228094	GTEX-P4PQ-0005-SM-2HMKJ	Whole Blood	GTEX-P4PQ
SRR598300	GTEX-PX3G-0006-SM-2I3E4	Whole Blood	GTEX-PX3G
SRR8228377	GTEX-PX3G-0006-SM-2I3E4	Whole Blood	GTEX-PX3G
SRR600786	GTEX-P44G-0226-SM-2I3F3	Skin - Sun Exposed (Lower leg)	GTEX-P44G
SRR8228042	GTEX-P44G-0226-SM-2I3F3	Skin - Sun Exposed (Lower leg)	GTEX-P44G
SRR603918	GTEX-P4QS-0326-SM-2I3EU	Heart - Left Ventricle	GTEX-P4QS
SRR8228122	GTEX-P4QS-0326-SM-2I3EU	Heart - Left Ventricle	GTEX-P4QS
SRR603800	GTEX-PLZ5-0726-SM-2I5F9	Lung	GTEX-PLZ5
SRR8228192	GTEX-PLZ5-0726-SM-2I5F9	Lung	GTEX-PLZ5
SRR604026	GTEX-NPJ7-2726-SM-2I3FT	Brain - Cortex	GTEX-NPJ7
SRR8227719	GTEX-NPJ7-2726-SM-2I3FT	Brain - Cortex	GTEX-NPJ7
SRR601287	GTEX-N7MT-0011-R7a-SM-2I3FZ	Brain - Putamen (basal ganglia)	GTEX-N7MT
SRR8227644	GTEX-N7MT-0011-R7a-SM-2I3FZ	Brain - Putamen (basal ganglia)	GTEX-N7MT
SRR600876	GTEX-Q2AG-2826-SM-2HMJQ	Brain - Cerebellum	GTEX-Q2AG
SRR8228430	GTEX-Q2AG-2826-SM-2HMJQ	Brain - Cerebellum	GTEX-Q2AG
SRR602808	GTEX-PWO3-0011-R6A-SM-2I5F3	Brain - Nucleus accumbens (basal ganglia)	GTEX-PWO3
SRR8228353	GTEX-PWO3-0011-R6A-SM-2I5F3	Brain - Nucleus accumbens (basal ganglia)	GTEX-PWO3
SRR601695	GTEX-NPJ8-1626-SM-2HMIY	Muscle - Skeletal	GTEX-NPJ8
SRR8227746	GTEX-NPJ8-1626-SM-2HMIY	Muscle - Skeletal	GTEX-NPJ8
SRR608512	GTEX-OOBK-2626-SM-2HMKY	Thyroid	GTEX-OOBK
SRR8227954	GTEX-OOBK-2626-SM-2HMKY	Thyroid	GTEX-OOBK
SRR604342	GTEX-OHPL-2626-SM-2HMJA	Thyroid	GTEX-OHPL
SRR8227839	GTEX-OHPL-2626-SM-2HMJA	Thyroid	GTEX-OHPL
SRR602437	GTEX-OIZH-0326-SM-2HMKC	Heart - Left Ventricle	GTEX-OIZH
SRR8227898	GTEX-OIZH-0326-SM-2HMKC	Heart - Left Ventricle	GTEX-OIZH
SRR598589	GTEX-PLZ5-0626-SM-2I5F8	Heart - Left Ventricle	GTEX-PLZ5
SRR8228191	GTEX-PLZ5-0626-SM-2I5F8	Heart - Left Ventricle	GTEX-PLZ5
SRR608174	GTEX-N7MS-0011-R5a-SM-2HMK8	Brain - Caudate (basal ganglia)	GTEX-N7MS
SRR8227617	GTEX-N7MS-0011-R5a-SM-2HMK8	Brain - Caudate (basal ganglia)	GTEX-N7MS
SRR601613	GTEX-P78B-0426-SM-2I5F5	Heart - Left Ventricle	GTEX-P78B
SRR8228156	GTEX-P78B-0426-SM-2I5F5	Heart - Left Ventricle	GTEX-P78B
SRR604230	GTEX-QDVJ-0426-SM-2I5FW	Heart - Left Ventricle	GTEX-QDVJ
SRR8228543	GTEX-QDVJ-0426-SM-2I5FW	Heart - Left Ventricle	GTEX-QDVJ
SRR604122	GTEX-QDVN-0326-SM-2I3FS	Heart - Left Ventricle	GTEX-QDVN
SRR8228561	GTEX-QDVN-0326-SM-2I3FS	Heart - Left Ventricle	GTEX-QDVN
SRR608574	GTEX-NPJ7-0011-R8a-SM-2I3G2	Brain - Hypothalamus	GTEX-NPJ7
SRR8227715	GTEX-NPJ7-0011-R8a-SM-2I3G2	Brain - Hypothalamus	GTEX-NPJ7
SRR601169	GTEX-PWO3-0011-R8A-SM-2I5GD	Brain - Hypothalamus	GTEX-PWO3
SRR8228354	GTEX-PWO3-0011-R8A-SM-2I5GD	Brain - Hypothalamus	GTEX-PWO3
SRR604528	GTEX-P44G-0011-R4A-SM-2I3FB	Brain - Amygdala	GTEX-P44G
SRR8228038	GTEX-P44G-0011-R4A-SM-2I3FB	Brain - Amygdala	GTEX-P44G
SRR607863	GTEX-OIZH-0526-SM-2HMKV	Lung	GTEX-OIZH
SRR8227899	GTEX-OIZH-0526-SM-2HMKV	Lung	GTEX-OIZH
SRR602217	GTEX-QESD-0006-SM-2I5G6	Whole Blood	GTEX-QESD
SRR8228634	GTEX-QESD-0006-SM-2I5G6	Whole Blood	GTEX-QESD
